transaction_id,customer_id,product,transaction_date,quantity,amount
TXN-000362580,CUST-0081884,Speaker,2024-10-05,1,183.04
TXN-000362581,CUST-0054318,Router,2025-05-31,1,99.85
TXN-000362582,CUST-0084499,Tablet,2024-08-29,2,983.37
TXN-000362583,CUST-0259081,Webcam,2023-08-17,2,119.71
TXN-000362584,CUST-0412939,Tablet,2025-03-27,4,1947.95
TXN-000362585,CUST-0270092,Laptop,2024-11-28,2,2565.25
TXN-000362586,CUST-0503434,Microphone,2023-06-05,5,660.50
TXN-000362587,CUST-0162767,Power Bank,2023-06-23,1,43.19
TXN-000362588,CUST-0424633,Graphics Card,2023-04-05,1,672.61
TXN-000362589,CUST-0229144,Speaker,2023-03-03,4,744.04
TXN-000362590,CUST-0064511,Keyboard,2024-11-26,2,159.53
TXN-000362591,CUST-0036347,Graphics Card,2024-05-10,5,3538.44
TXN-000362592,CUST-0242149,Desk Lamp,2023-01-25,2,85.01
TXN-000362593,CUST-0109958,Speaker,2023-09-03,1,195.99
TXN-000362594,CUST-0043047,Office Chair,2024-10-28,3,779.03
TXN-000362595,CUST-0473923,Mouse,2024-08-25,4,149.57
TXN-000362596,CUST-0064077,Smart Watch,2024-03-08,5,1646.95
TXN-000362597,CUST-0173059,Printer,2025-06-26,4,796.77
TXN-000362598,CUST-0165362,Standing Desk,2025-06-07,1,515.60
TXN-000362599,CUST-0035139,Graphics Card,2023-12-09,2,1280.85
TXN-000362600,CUST-0193292,Office Chair,2024-07-12,3,781.19
TXN-000362600,CUST-0193292,Office Chair,2024-07-12,3,781.19
TXN-000362601,CUST-0016307,Headphones,2024-06-06,5,595.64
TXN-000362602,CUST-0000380,Power Bank,2023-01-18,5,212.85
TXN-000362603,CUST-0404407,Smart Watch,2024-10-15,3,1020.52
TXN-000362604,CUST-0028309,USB-C Hub,2024-10-12,1,49.97
TXN-000362605,CUST-0263451,Microphone,2024-07-01,5,681.13
TXN-000362606,CUST-0362255,Webcam,2024-04-23,4,254.96
TXN-000362607,CUST-0384955,Monitor,2025-03-24,2,649.24
TXN-000362608,CUST-0120043,Graphics Card,2024-05-24,2,1398.57
TXN-000362609,CUST-0003421,Monitor,2025-04-11,1,307.58
TXN-000362610,CUST-0065573,Printer,2023-04-08,1,212.25
TXN-000362611,CUST-0298097,Microphone,2023-10-07,1,128.56
TXN-000362612,CUST-0304752,Microphone,2024-11-18,1,122.67
TXN-000362613,CUST-0056609,Desk Lamp,2024-01-05,5,244.40
TXN-000362614,CUST-0039866,Router,2023-04-23,3,260.28
TXN-000362615,CUST-0072828,Laptop,2025-03-06,4,4643.25
TXN-000362616,CUST-0060461,Desk Lamp,2025-02-06,1,44.65
TXN-000362617,CUST-0057539,Tablet,2023-02-13,3,1335.22
TXN-000362618,CUST-0222183,Smartphone,2023-03-06,4,3154.84
TXN-000362619,CUST-0035514,USB-C Hub,2023-02-23,5,252.49
TXN-000362620,CUST-0028786,Tablet,2025-07-16,4,1835.04
TXN-000362621,CUST-0216194,Tablet,2023-10-03,5,2063.11
TXN-000362622,CUST-0266877,USB-C Hub,2024-10-02,1,53.26
TXN-000362623," cust-0264084  ",Laptop,2025-04-17,2,2609.86
TXN-000362624,CUST-0214583,USB-C Hub,2023-03-04,5,257.82
TXN-000362625,CUST-0043790,Office Chair,2024-06-04,2,495.69
TXN-000362626,CUST-0035512,Webcam,2024-09-10,5,288.20
TXN-000362627,CUST-0057057,Smart Watch,2025-03-13,1,289.67
TXN-000362628,CUST-0070831,Desk Lamp,2025-02-10,2,96.08
TXN-000362629,CUST-0496673,Standing Desk,2025-01-02,1,592.60
TXN-000362630,CUST-0256884,Standing Desk,2023-06-17,5,2509.73
TXN-000362631,CUST-0434218,Laptop,2025-01-06,1,1289.71
TXN-000362632,CUST-0427184,Mouse,2025-01-31,2,63.09
TXN-000362633,CUST-0170750,Graphics Card,2025-01-01,1,754.44
TXN-000362634,CUST-0083341,Power Bank,2024-03-31,5,193.12
TXN-000362635,CUST-0102378,Smart Watch,2023-08-09,2,582.99
TXN-000362636,CUST-0461297,External SSD,2025-09-26,3,413.75
TXN-000362637,CUST-0021473,Printer,2023-08-18,4,796.54
TXN-000362638,CUST-0406014,Laptop,2024-07-15,1,1268.54
TXN-000362639,CUST-0220684,Keyboard,2024-01-27,3,218.02
TXN-000362640,CUST-0148993,Keyboard,2023-03-12,4,313.00
TXN-000362641,CUST-0146370,External SSD,2024-03-28,4,597.36
TXN-000362642,CUST-0007326,Smartphone,2025-01-08,3,2598.32
TXN-000362643,CUST-0104347,USB-C Hub,2025-06-06,2,115.58
TXN-000362644,CUST-0105696,Graphics Card,2025-03-10,3,1945.67
TXN-000362645,CUST-0023508,Keyboard,2024-11-14,2,152.92
TXN-000362646,CUST-0214774,Printer,2025-08-15,4,814.84
TXN-000362647,CUST-0049822,Power Bank,2024-07-01,4,148.98
TXN-000362648,CUST-0134369,Smart Watch,2023-10-22,2,597.51
TXN-000362649,CUST-0355631,Router,2024-05-07,1,91.03
TXN-000362650,CUST-0304105,Router,2024-05-20,4,414.73
TXN-000362651,CUST-0051106,Keyboard,2023-06-09,3,226.45
TXN-000362652,CUST-0174208,Tablet,2023-07-23,2,931.79
TXN-000362653,CUST-0184923,Webcam,2024-06-29,4,244.46
TXN-000362654,CUST-0102325,Office Chair,2024-06-09,1,271.61
TXN-000362655,CUST-0455155,Laptop,2024-01-15,4,5120.22
TXN-000362656,CUST-0432463,External SSD,2023-09-26,5,723.11
TXN-000362657,CUST-0029671,Tablet,2025-02-26,4,1862.31
TXN-000362658,CUST-0001137,Graphics Card,2023-10-21,1,751.02
TXN-000362659,CUST-0394888,Tablet,2024-03-20,2,960.82
TXN-000362660,CUST-0268554,Desk Lamp,2025-06-04,2,81.95
TXN-000362661,CUST-0126111,Power Bank,2023-02-23,4,172.27
TXN-000362662,CUST-0188916,Monitor,2023-05-19,5,1619.98
TXN-000362663,CUST-0010114,Desk Lamp,2023-02-15,1,42.52
TXN-000362664,CUST-0005410,Microphone,2024-01-10,1,138.03
TXN-000362665,CUST-0474226,Desk Lamp,2025-07-12,2,94.22
TXN-000362666,CUST-0084118,Laptop,2025-03-01,1,1211.96
TXN-000362667,CUST-0131867,Webcam,2024-06-01,1,54.57
TXN-000362668,CUST-0013661,Desk Lamp,2023-05-30,4,173.91
TXN-000362669,CUST-0208894,Monitor,2023-08-20,3,856.10
TXN-000362670,CUST-0456927,Graphics Card,2024-01-10,1,672.32
TXN-000362671,CUST-0400827,Tablet,2023-02-26,5,2241.04
TXN-000362672,CUST-0197888,Standing Desk,2024-04-26,3,1492.13
TXN-000362673," cust-0143488  ",USB-C Hub,2024-12-31,3,179.37
TXN-000362674,CUST-0230124,Keyboard,2024-11-16,1,77.94
TXN-000362675,CUST-0399348,Keyboard,2023-11-05,2,152.52
TXN-000362676,CUST-0009823,Tablet,2025-08-20,1,405.91
TXN-000362677,CUST-0000021,Smart Watch,2023-02-25,5,1550.47
TXN-000362678,CUST-0002303,Power Bank,2024-07-14,1,37.72
TXN-000362679,CUST-0056609,External SSD,2023-11-10,3,411.00
TXN-000362680,CUST-0309190,Smartphone,2023-09-27,3,2604.44
TXN-000362681,CUST-0000473,Graphics Card,2024-01-21,4,2576.42
TXN-000362682,CUST-0244219,Microphone,2023-08-09,5,673.02
TXN-000362683,CUST-0054384,Graphics Card,2025-03-28,5,3680.37
TXN-000362684,CUST-0431690,Mouse,2023-09-17,1,32.10
TXN-000362685,CUST-0072809,Power Bank,2023-11-20,2,83.27
TXN-000362686,CUST-0001027,Printer,2024-06-04,2,460.48
TXN-000362687,CUST-0165081,Power Bank,2023-02-10,5,192.68
TXN-000362688,CUST-0049311,Standing Desk,2025-08-11,4,2109.77
TXN-000362689,CUST-0466986,Power Bank,2025-09-12,5,218.73
TXN-000362690,CUST-0007693,Printer,2024-02-12,1,203.44
TXN-000362691,CUST-0015862,Standing Desk,2024-08-29,2,1140.59
TXN-000362692,CUST-0404004,Power Bank,2023-12-20,1,42.22
TXN-000362693,CUST-0233997,Printer,2023-07-04,2,379.32
TXN-000362694,CUST-0010327,Router,2025-04-08,5,458.88
TXN-000362695,CUST-0197446,Microphone,2025-01-18,2,260.67
TXN-000362696,CUST-0341073,Desk Lamp,2024-11-26,4,175.70
TXN-000362697,CUST-0183877,Speaker,2025-06-06,2,393.51
TXN-000362698,CUST-0117946,Printer,2023-06-15,5,1090.45
TXN-000362699,CUST-0062699,Router,2025-07-18,1,89.77
TXN-000362700,CUST-0038909,Microphone,2024-05-19,4,567.32
TXN-000362700,CUST-0038909,Microphone,2024-05-19,4,567.32
TXN-000362701,CUST-0219931,Microphone,2024-08-17,5,665.50
TXN-000362702,CUST-0240625,Mouse,2023-09-15,1,32.19
TXN-000362703,CUST-0001154,Office Chair,2024-04-22,1,246.73
TXN-000362704,CUST-0191256,Graphics Card,2023-09-14,1,695.23
TXN-000362705,CUST-0499255,Speaker,2023-12-16,4,695.11
TXN-000362706,CUST-0039396,Graphics Card,2024-06-30,2,1307.37
TXN-000362707,CUST-0000003,Monitor,2024-02-27,1,301.15
TXN-000362708,CUST-0044636,Power Bank,2024-11-15,4,174.85
TXN-000362709,CUST-0032482,Smart Watch,2025-06-01,1,325.37
TXN-000362710,CUST-0024602,Router,2025-01-04,2,205.96
TXN-000362711,CUST-0077128,Headphones,2023-12-24,4,462.55
TXN-000362712,CUST-0021439,Standing Desk,2025-04-29,2,1138.47
TXN-000362713,CUST-0168330,Router,2024-05-04,1,97.58
TXN-000362714,CUST-0399029,Office Chair,2023-05-22,1,236.45
TXN-000362715,CUST-0102492,Office Chair,2024-06-29,3,817.77
TXN-000362716,CUST-0404872,Mouse,2024-10-18,4,138.67
TXN-000362717,CUST-0398446,Smart Watch,2024-02-06,3,1041.04
TXN-000362718,CUST-0039470,Smart Watch,2024-04-05,3,919.98
TXN-000362719,CUST-0052647,Tablet,2025-04-18,3,1226.14
TXN-000362720,CUST-0088188,Power Bank,2025-03-23,3,111.88
TXN-000362721,CUST-0050381,Standing Desk,2023-09-08,4,2263.53
TXN-000362722,CUST-0443770,Speaker,2024-01-18,3,563.47
TXN-000362723," cust-0148193  ",Headphones,2024-07-24,3,326.49
TXN-000362724,CUST-0483910,Power Bank,2023-10-08,4,171.49
TXN-000362725,CUST-0505617,Webcam,2024-12-31,3,177.08
TXN-000362726,CUST-0234749,Mouse,2024-11-27,4,140.34
TXN-000362727,CUST-0392874,Standing Desk,2023-07-19,4,2249.57
TXN-000362728,CUST-0278275,Webcam,2024-01-22,5,327.38
TXN-000362729,CUST-0002509,Webcam,2024-11-26,4,232.90
TXN-000362730,CUST-0001795,Microphone,2023-04-25,5,648.76
TXN-000362731,CUST-0123600,Laptop,2023-06-06,5,5707.94
TXN-000362732,CUST-0008218,Smartphone,2025-01-01,4,3719.65
TXN-000362733,CUST-0110867,Graphics Card,2024-12-13,1,667.03
TXN-000362734,CUST-0475516,External SSD,2023-06-07,3,386.17
TXN-000362735,CUST-0000824,Power Bank,2023-09-24,4,145.29
TXN-000362736,CUST-0000913,Standing Desk,2025-02-17,5,2461.24
TXN-000362737,CUST-0364382,Headphones,2024-04-05,2,246.17
TXN-000362738,CUST-0346265,Headphones,2023-07-28,5,556.29
TXN-000362739,CUST-0199914,Microphone,2023-08-18,1,125.70
TXN-000362740,CUST-0187065,Mouse,2024-07-08,5,186.21
TXN-000362741,CUST-0266045,External SSD,2025-02-25,4,562.82
TXN-000362742,CUST-0365810,Desk Lamp,2025-08-05,2,97.18
TXN-000362743,CUST-0006831,Monitor,2023-02-03,3,825.71
TXN-000362744,CUST-0130818,Office Chair,2024-09-13,2,477.04
TXN-000362745,CUST-0143830,Office Chair,2023-04-15,5,1328.05
TXN-000362746,CUST-0167218,Mouse,2023-04-15,1,36.85
TXN-000362747,CUST-0018418,Office Chair,2023-03-27,3,786.51
TXN-000362748,CUST-0211793,Keyboard,2023-05-20,2,160.89
TXN-000362749,CUST-0077493,Smartphone,2025-03-04,4,3428.26
TXN-000362750,CUST-0081539,Printer,2023-02-08,5,1058.23
TXN-000362751,CUST-0476294,Router,2024-06-15,2,171.05
TXN-000362752,CUST-0008147,Laptop,2023-10-01,3,3490.14
TXN-000362753,CUST-0269998,Desk Lamp,2024-10-31,3,124.49
TXN-000362754,CUST-0227924,Router,2024-08-31,4,370.16
TXN-000362755,CUST-0143667,Graphics Card,2025-05-03,5,3453.13
TXN-000362756,CUST-0212021,Laptop,2025-06-13,2,2592.06
TXN-000362757,CUST-0196651,USB-C Hub,2024-05-22,5,278.94
TXN-000362758,CUST-0163034,Standing Desk,2024-08-06,2,1110.94
TXN-000362759,CUST-0452151,Smart Watch,2024-02-13,3,975.51
TXN-000362760,CUST-0042205,Tablet,2024-05-10,5,2102.13
TXN-000362761,CUST-0376673,Router,2024-04-30,1,97.53
TXN-000362762,CUST-0000189,Keyboard,2024-06-04,4,296.36
TXN-000362763,CUST-0102553,Printer,2023-08-30,4,905.12
TXN-000362764,CUST-0220494,Mouse,2024-05-13,5,164.78
TXN-000362765,CUST-0068457,Monitor,2025-08-29,2,578.92
TXN-000362766,CUST-0140650,Headphones,2024-04-30,1,129.02
TXN-000362767,CUST-0103452,Tablet,2024-01-01,1,464.11
TXN-000362768,CUST-0364683,Desk Lamp,2025-09-16,5,208.56
TXN-000362769,CUST-0379666,Standing Desk,2024-02-20,1,527.82
TXN-000362770,CUST-0017171,Office Chair,2025-09-03,2,566.30
TXN-000362771,CUST-0052292,Power Bank,2023-10-21,5,215.61
TXN-000362772,CUST-0052077,Speaker,2024-11-13,1,189.89
TXN-000362773," cust-0043359  ",Office Chair,2023-03-23,2,571.78
TXN-000362774,CUST-0285984,Standing Desk,2024-08-13,5,2675.39
TXN-000362775,CUST-0000054,Power Bank,2023-05-05,4,145.25
TXN-000362776,CUST-0257804,Graphics Card,2023-06-10,2,1453.99
TXN-000362777,CUST-0058974,Tablet,2025-01-23,1,478.68
TXN-000362778,CUST-0075742,Tablet,2024-11-25,5,2271.35
TXN-000362779,CUST-0150941,Smartphone,2023-11-10,1,901.19
TXN-000362780,CUST-0503446,Speaker,2025-05-29,5,816.84
TXN-000362781,CUST-0198659,Mouse,2024-07-13,4,153.32
TXN-000362782,CUST-0477792,Headphones,2025-03-26,3,351.25
TXN-000362783,CUST-0010057,Power Bank,2023-08-02,2,85.36
TXN-000362784,CUST-0007497,Laptop,2024-11-30,2,2406.12
TXN-000362785,CUST-0364566,Power Bank,2024-09-15,5,191.66
TXN-000362786,CUST-0012885,Webcam,2023-12-31,3,171.27
TXN-000362787,CUST-0150379,USB-C Hub,2023-08-04,3,174.70
TXN-000362788,CUST-0180322,Desk Lamp,2025-03-27,2,88.40
TXN-000362789,CUST-0446139,Headphones,2023-08-07,4,516.68
TXN-000362790,CUST-0128870,Power Bank,2025-06-14,1,43.03
TXN-000362791,CUST-0061184,Laptop,2024-07-27,2,2189.87
TXN-000362792,CUST-0137879,Office Chair,2025-09-26,4,1128.02
TXN-000362793,CUST-0118950,Power Bank,2025-09-20,5,201.96
TXN-000362794,CUST-0432364,Laptop,2023-10-25,1,1219.57
TXN-000362795,CUST-0381124,Headphones,2024-07-10,3,391.53
TXN-000362796,CUST-0024289,Microphone,2023-05-25,2,276.24
TXN-000362797,CUST-0023177,Microphone,2024-05-31,2,256.73
TXN-000362798,CUST-0497795,Webcam,2024-10-31,3,186.13
TXN-000362799,CUST-0136664,Speaker,2025-01-03,4,790.85
TXN-000362800,CUST-0053955,Mouse,2023-11-03,2,68.08
TXN-000362800,CUST-0053955,Mouse,2023-11-03,2,68.08
TXN-000362801,CUST-0242735,Webcam,2023-12-08,2,123.06
TXN-000362802,CUST-0044762,Graphics Card,2024-05-10,3,2282.23
TXN-000362803,CUST-0233281,Mouse,2023-12-05,3,111.80
TXN-000362804,CUST-0201188,Keyboard,2023-04-27,4,299.06
TXN-000362805,CUST-0155076,Smart Watch,2023-04-26,4,1374.54
TXN-000362806,CUST-0005741,Standing Desk,2024-09-03,3,1777.93
TXN-000362807,CUST-0274008,Headphones,2024-05-02,3,367.02
TXN-000362808,CUST-0284368,Monitor,2023-03-27,5,1542.69
TXN-000362809,CUST-0001247,Laptop,2024-09-25,5,5906.00
TXN-000362810,CUST-0102782,Webcam,2023-09-30,3,189.83
TXN-000362811,CUST-0407920,Microphone,2023-01-29,3,421.80
TXN-000362812,CUST-0036072,Power Bank,2024-09-21,4,174.83
TXN-000362813,CUST-9062813,Graphics Card,2025-02-11,5,3765.07
TXN-000362814,CUST-0010280,Speaker,2025-08-16,4,650.76
TXN-000362815,CUST-0072380,Desk Lamp,2023-12-06,4,173.46
TXN-000362816,CUST-0337886,Microphone,2025-07-19,1,121.48
TXN-000362817,CUST-0332803,Graphics Card,2025-07-21,2,1307.85
TXN-000362818,CUST-0001258,Standing Desk,2025-09-01,5,2918.83
TXN-000362819,CUST-0025014,Router,2024-05-25,4,387.38
TXN-000362820,CUST-0464647,Microphone,2023-09-03,1,124.39
TXN-000362821,CUST-0033820,Graphics Card,2024-03-04,5,3723.01
TXN-000362822,CUST-0501366,Power Bank,2024-06-16,2,75.58
TXN-000362823," cust-0014071  ",Tablet,2025-04-25,2,987.55
TXN-000362824,CUST-0067465,Webcam,2025-03-04,5,291.86
TXN-000362825,CUST-0019221,Headphones,2025-04-11,2,253.67
TXN-000362826,CUST-0014709,Keyboard,2025-04-06,2,148.12
TXN-000362827,CUST-0007145,Laptop,2024-04-25,5,6105.95
TXN-000362828,CUST-0448793,Graphics Card,2023-10-05,5,3707.68
TXN-000362829,CUST-0009846,Smart Watch,2025-08-22,5,1632.85
TXN-000362830,CUST-0092210,Speaker,2024-12-27,1,182.84
TXN-000362831,CUST-0022715,Mouse,2023-08-15,4,151.66
TXN-000362832,CUST-0000234,Microphone,2023-11-14,2,238.87
TXN-000362833,CUST-0013700,Smart Watch,2024-06-04,3,938.43
TXN-000362834,CUST-0097353,Headphones,2025-04-18,1,109.47
TXN-000362835,CUST-0005629,Webcam,2024-06-06,,111.58
TXN-000362836,CUST-0363503,Desk Lamp,2024-10-31,3,121.69
TXN-000362837,CUST-0017457,Monitor,2025-03-08,4,1113.51
TXN-000362838,CUST-0400523,Office Chair,2023-07-09,5,1293.59
TXN-000362839,CUST-0001540,Printer,2024-05-20,2,404.28
TXN-000362840,CUST-0382383,Monitor,2023-06-20,1,277.84
TXN-000362841,CUST-0163569,Mouse,2023-10-18,3,104.16
TXN-000362842,CUST-0000058,Headphones,2023-03-08,3,379.90
TXN-000362843,CUST-0001505,Laptop,2024-04-15,4,4629.24
TXN-000362844,CUST-0495459,Laptop,2024-12-08,3,3687.80
TXN-000362845,CUST-0492889,Printer,2023-03-06,5,1101.72
TXN-000362846,CUST-0045348,Speaker,2024-01-07,2,338.77
TXN-000362847,CUST-0040151,Power Bank,2023-02-03,1,39.75
TXN-000362848,CUST-0115728,Tablet,2023-12-15,4,1779.18
TXN-000362849,CUST-0002494,Desk Lamp,2023-12-14,5,239.35
TXN-000362850,CUST-0195281,Graphics Card,2024-02-01,5,3689.83
TXN-000362851,CUST-0003429,Laptop,2024-09-13,4,5008.45
TXN-000362852,CUST-0006492,Laptop,2023-01-19,1,1116.65
TXN-000362853,CUST-0250409,Standing Desk,2024-11-23,4,2156.88
TXN-000362854,CUST-0358710,Smart Watch,2025-03-20,1,331.25
TXN-000362855,CUST-0380063,Desk Lamp,2024-05-21,2,98.03
TXN-000362856,CUST-0151313,Laptop,2024-03-14,1,1210.31
TXN-000362857,CUST-0117668,Speaker,2024-04-25,3,540.02
TXN-000362858,CUST-0058299,External SSD,2024-10-11,3,410.57
TXN-000362859,CUST-0072169,Standing Desk,2023-03-23,1,500.12
TXN-000362860,CUST-0341784,Headphones,2023-12-12,3,338.24
TXN-000362861,CUST-0287227,Router,2024-03-12,2,198.42
TXN-000362862,CUST-0505308,Speaker,2023-04-01,4,791.62
TXN-000362863,CUST-0119440,Tablet,2025-05-25,5,2269.42
TXN-000362864,CUST-0005779,Webcam,2025-08-12,5,284.72
TXN-000362865,CUST-0000649,Keyboard,2023-09-28,2,136.20
TXN-000362866,CUST-0035649,Smartphone,2024-06-24,5,4626.10
TXN-000362867,CUST-0167934,Router,2024-02-17,2,179.54
TXN-000362868,CUST-0275077,Speaker,2023-06-12,3,492.47
TXN-000362869,CUST-0007445,Desk Lamp,2025-01-18,1,46.00
TXN-000362870,CUST-0429429,Desk Lamp,2024-06-05,1,47.05
TXN-000362871,CUST-0000214,Speaker,2023-04-09,4,741.00
TXN-000362872,CUST-0030925,Smart Watch,2024-08-20,5,1725.72
TXN-000362873," cust-0015022  ",Microphone,2023-03-28,4,553.41
TXN-000362874,CUST-0057285,Router,2024-04-01,2,180.45
TXN-000362875,CUST-0094490,Laptop,2023-09-26,3,3314.93
TXN-000362876,CUST-0124220,Power Bank,2025-09-26,5,184.01
TXN-000362877,CUST-0067594,Standing Desk,2023-04-19,3,1729.73
TXN-000362878,CUST-0025763,Monitor,2024-06-03,3,908.74
TXN-000362879,CUST-0028617,Keyboard,2024-01-07,5,366.07
TXN-000362880,CUST-0096066,Office Chair,2024-02-07,1,259.60
TXN-000362881,CUST-0445371,Laptop,2024-01-22,4,5097.24
TXN-000362882,CUST-0204566,Smartphone,2024-01-31,3,2577.64
TXN-000362883,CUST-0006197,Headphones,2025-01-09,4,445.12
TXN-000362884,CUST-0023188,Smart Watch,2024-01-11,1,323.07
TXN-000362885,CUST-0176729,Desk Lamp,2024-12-29,4,178.54
TXN-000362886,CUST-0094357,Graphics Card,2023-07-26,4,2608.80
TXN-000362887,CUST-0333846,Smart Watch,2024-12-09,5,1552.09
TXN-000362888,CUST-0025727,Webcam,2023-02-16,2,125.30
TXN-000362889,CUST-0503104,Smart Watch,2023-05-29,4,1260.38
TXN-000362890,CUST-0352350,Smart Watch,2025-07-05,2,662.74
TXN-000362891,CUST-0297580,Monitor,2025-02-06,4,1099.34
TXN-000362892,CUST-0256076,Headphones,2023-12-12,3,391.07
TXN-000362893,CUST-0244035,External SSD,2024-04-03,4,584.45
TXN-000362894,CUST-0331921,Router,2024-05-02,3,298.59
TXN-000362895,CUST-0025524,Tablet,2023-06-13,1,456.44
