transaction_id,customer_id,product,transaction_date,quantity,amount
TXN-000725040,CUST-0329279,Tablet,2023-09-07,5,2467.00
TXN-000725041,CUST-0503790,USB-C Hub,2023-01-21,3,149.28
TXN-000725042,CUST-0000072,Webcam,2023-05-05,3,178.29
TXN-000725043,CUST-0027698,Graphics Card,2024-04-19,2,1427.79
TXN-000725044,CUST-0185164,Desk Lamp,2023-12-03,2,87.74
TXN-000725045,CUST-0166956,Mouse,2024-06-08,4,141.57
TXN-000725046,CUST-0040886,Office Chair,2024-09-21,5,1198.16
TXN-000725047,CUST-0144749,Office Chair,2023-04-20,5,1385.07
TXN-000725048,CUST-0467071,Microphone,2023-10-26,5,605.98
TXN-000725049,CUST-0190257,Speaker,2023-10-16,4,755.80
TXN-000725050,CUST-0249297,External SSD,2023-07-19,4,542.92
TXN-000725051,CUST-0168275,Mouse,2023-11-12,5,178.28
TXN-000725052,CUST-0277897,Desk Lamp,2024-04-18,3,129.98
TXN-000725053,CUST-0082546,Standing Desk,2023-08-26,2,985.83
TXN-000725054,CUST-0410230,Office Chair,2024-05-31,1,260.32
TXN-000725055,CUST-0353935,Graphics Card,2023-09-22,3,1908.63
TXN-000725056,CUST-0000921,Graphics Card,2023-01-22,4,2595.00
TXN-000725057,CUST-0006462,Power Bank,2024-12-10,5,197.87
TXN-000725058,CUST-0001018,Mouse,2025-05-15,2,65.57
TXN-000725059,CUST-0293532,Desk Lamp,2023-05-22,5,222.63
TXN-000725060,CUST-0166969,Office Chair,2023-09-21,3,791.28
TXN-000725061,CUST-0463274,Mouse,2023-09-07,5,178.78
TXN-000725062,CUST-0008713,Mouse,2023-01-01,5,168.33
TXN-000725063,CUST-0355832,Speaker,2025-07-21,4,774.46
TXN-000725064,CUST-0000163,Printer,2025-05-29,5,960.89
TXN-000725065,CUST-0444034,Graphics Card,2023-04-25,3,2290.93
TXN-000725066,CUST-0048996,Speaker,2023-04-03,3,592.80
TXN-000725067,CUST-0116040,Webcam,2024-09-30,4,255.52
TXN-000725068,CUST-0004083,Standing Desk,2024-02-10,4,2219.18
TXN-000725069,CUST-0500631,Microphone,2025-09-06,5,586.37
TXN-000725070,CUST-0044711,Headphones,2024-07-10,2,218.47
TXN-000725071,CUST-0449516,External SSD,2025-06-05,5,636.86
TXN-000725072,CUST-0016817,Microphone,2025-09-10,5,637.05
TXN-000725073," cust-0068019  ",Graphics Card,2024-10-12,4,2882.95
TXN-000725074,CUST-0027415,Mouse,2024-01-28,3,112.51
TXN-000725075,CUST-0028056,Router,2024-08-15,4,353.65
TXN-000725076,CUST-0242230,Smartphone,2023-02-06,5,4484.51
TXN-000725077,CUST-0001439,Keyboard,2024-08-31,3,222.11
TXN-000725078,CUST-0103709,Smartphone,2025-05-25,3,2370.06
TXN-000725079,CUST-0000076,Microphone,2024-01-08,1,139.83
TXN-000725080,CUST-0361196,Speaker,2023-08-19,5,912.02
TXN-000725081,CUST-0033476,Standing Desk,2025-04-27,1,526.08
TXN-000725082,CUST-0000261,Printer,2024-11-22,5,969.62
TXN-000725083,CUST-0000015,Speaker,2024-03-10,5,916.62
TXN-000725084,CUST-0438515,Webcam,2023-11-01,3,186.57
TXN-000725085,CUST-0192029,Headphones,2023-03-25,2,257.12
TXN-000725086,CUST-0041135,Standing Desk,2024-06-19,1,497.89
TXN-000725087,CUST-0020842,Mouse,2023-02-28,1,38.49
TXN-000725088,CUST-0078593,Webcam,2025-03-26,3,190.56
TXN-000725089,CUST-0485488,Router,2024-09-22,5,489.30
TXN-000725090,CUST-0058916,Microphone,2024-06-12,4,476.27
TXN-000725091,CUST-0374847,Desk Lamp,2024-10-14,5,214.18
TXN-000725092,CUST-0022997,Smartphone,2024-12-01,4,3399.49
TXN-000725093,CUST-0041343,Router,2024-10-14,2,191.16
TXN-000725094,CUST-0195640,Office Chair,2024-01-28,4,1062.40
TXN-000725095,CUST-0322317,Office Chair,2023-06-07,4,1076.19
TXN-000725096,CUST-0002403,Smartphone,2023-02-18,5,4585.70
TXN-000725097,CUST-0064387,Tablet,2024-07-20,3,1359.97
TXN-000725098,CUST-0034376,Smartphone,2025-09-05,3,2714.96
TXN-000725099,CUST-0434099,Headphones,2023-04-30,1,112.32
TXN-000725100,CUST-0033012,Smart Watch,2024-11-03,1,334.85
TXN-000725100,CUST-0033012,Smart Watch,2024-11-03,1,334.85
TXN-000725101,CUST-0002523,Desk Lamp,2024-01-18,3,124.45
TXN-000725102,CUST-0492104,Webcam,2025-07-31,4,222.29
TXN-000725103,CUST-0271106,External SSD,2023-06-25,4,517.45
TXN-000725104,CUST-0089747,Router,2023-01-11,4,371.19
TXN-000725105,CUST-0038931,External SSD,2025-03-31,3,407.30
TXN-000725106,CUST-0229168,Tablet,2024-09-21,5,2201.34
TXN-000725107,CUST-0414548,Headphones,2024-04-18,1,111.37
TXN-000725108,CUST-0406805,Monitor,2025-03-03,3,935.36
TXN-000725109,CUST-0008111,Keyboard,2025-01-29,2,158.90
TXN-000725110,CUST-0019720,Router,2023-04-27,4,413.56
TXN-000725111,CUST-0140047,Standing Desk,2025-01-11,2,1124.00
TXN-000725112,CUST-0063643,Router,2024-01-05,3,262.16
TXN-000725113,CUST-0299372,Webcam,2024-02-28,3,167.77
TXN-000725114,CUST-0381973,Laptop,2024-12-27,5,5721.41
TXN-000725115,CUST-0000396,Keyboard,2025-05-22,1,81.30
TXN-000725116,CUST-0031565,Office Chair,2023-09-03,2,492.40
TXN-000725117,CUST-0169091,Desk Lamp,2024-01-24,5,223.03
TXN-000725118,CUST-0328956,Mouse,2023-06-27,1,35.48
TXN-000725119,CUST-0000005,Power Bank,2025-03-28,2,77.83
TXN-000725120,CUST-0248136,Router,2023-11-03,5,434.92
TXN-000725121,CUST-0076487,Router,2024-05-17,3,305.14
TXN-000725122,CUST-0097408,Standing Desk,2024-06-15,4,2033.38
TXN-000725123," cust-0311968  ",Webcam,2024-04-07,2,129.36
TXN-000725124,CUST-0148960,Mouse,2023-06-08,1,36.54
TXN-000725125,CUST-0327773,Smartphone,2024-08-22,5,3982.97
TXN-000725126,CUST-0022447,Smartphone,2023-10-20,4,3700.74
TXN-000725127,CUST-0003604,Standing Desk,2024-02-12,1,586.17
TXN-000725128,CUST-0071676,Speaker,2023-12-28,2,373.15
TXN-000725129,CUST-0005957,Router,2025-08-18,2,199.87
TXN-000725130,CUST-0255836,Monitor,2024-09-15,3,871.88
TXN-000725131,CUST-0183733,Mouse,2025-09-16,4,149.13
TXN-000725132,CUST-0408942,Printer,2025-06-24,4,844.36
TXN-000725133,CUST-0006490,Printer,2025-05-14,2,421.41
TXN-000725134,CUST-0021358,Monitor,2024-10-04,5,1643.45
TXN-000725135,CUST-0012481,Printer,2025-03-08,4,820.92
TXN-000725136,CUST-0448194,Standing Desk,2024-08-23,5,2933.15
TXN-000725137,CUST-0145694,Power Bank,2025-09-17,2,85.22
TXN-000725138,CUST-0053545,Power Bank,2025-02-24,3,125.82
TXN-000725139,CUST-0214121,Smartphone,2024-11-08,4,3262.90
TXN-000725140,CUST-0436043,Router,2024-03-09,4,412.89
TXN-000725141,CUST-0296629,Speaker,2023-03-18,4,740.02
TXN-000725142,CUST-0069905,Graphics Card,2023-01-08,1,633.81
TXN-000725143,CUST-0110415,External SSD,2025-09-23,4,505.32
TXN-000725144,CUST-0292530,Router,2025-02-17,4,359.93
TXN-000725145,CUST-0429937,Laptop,2023-05-14,3,3683.63
TXN-000725146,CUST-0197176,Office Chair,2023-03-24,3,750.93
TXN-000725147,CUST-0079991,Router,2025-07-04,1,97.45
TXN-000725148,CUST-0001327,Speaker,2024-07-20,2,342.33
TXN-000725149,CUST-0251142,Mouse,2025-08-16,2,75.98
TXN-000725150,CUST-0423350,Microphone,2024-01-27,3,402.46
TXN-000725151,CUST-0268400,USB-C Hub,2024-10-01,3,166.42
TXN-000725152,CUST-0248671,Printer,2024-11-25,2,402.99
TXN-000725153,CUST-0453052,Smart Watch,2024-10-30,4,1326.16
TXN-000725154,CUST-0152295,Keyboard,2023-03-21,1,81.76
TXN-000725155,CUST-0207731,Printer,2024-01-29,2,383.57
TXN-000725156,CUST-0348545,Speaker,2024-12-03,1,189.68
TXN-000725157,CUST-0432016,Router,2023-02-24,4,390.95
TXN-000725158,CUST-0409621,USB-C Hub,2023-07-19,2,109.84
TXN-000725159,CUST-0145256,Graphics Card,2025-08-04,2,1392.20
TXN-000725160,CUST-0028963,Headphones,2025-07-26,4,436.31
TXN-000725161,CUST-0001543,Microphone,2025-06-17,5,628.69
TXN-000725162,CUST-0381022,Webcam,2023-08-28,3,181.03
TXN-000725163,CUST-0365395,Webcam,2025-05-23,3,172.67
TXN-000725164,CUST-0098008,External SSD,2023-02-17,2,279.67
TXN-000725165,CUST-0012501,Graphics Card,2023-06-29,5,3577.79
TXN-000725166,CUST-0209010,Router,2023-04-14,1,90.45
TXN-000725167,CUST-0006606,Mouse,2024-09-03,3,107.40
TXN-000725168,CUST-0266768,Headphones,2024-02-08,1,126.02
TXN-000725169,CUST-0005888,External SSD,2025-07-29,2,252.19
TXN-000725170,CUST-0049402,Speaker,2023-01-23,4,674.73
TXN-000725171,CUST-0100137,Laptop,2023-09-02,1,1143.71
TXN-000725172,CUST-0342780,USB-C Hub,2025-04-12,2,103.41
TXN-000725173," cust-0473544  ",Microphone,2023-05-27,3,398.07
TXN-000725174,CUST-0479424,Mouse,2024-03-16,1,33.23
TXN-000725175,CUST-0112403,Mouse,2024-09-25,3,96.41
TXN-000725176,CUST-0017322,Graphics Card,2024-02-02,1,694.14
TXN-000725177,CUST-0044544,Office Chair,2023-05-16,5,1197.95
TXN-000725178,CUST-0028763,Laptop,2024-12-10,3,3600.70
TXN-000725179,CUST-0223531,Printer,2025-02-09,3,678.00
TXN-000725180,CUST-0312150,Laptop,2024-01-10,3,3731.47
TXN-000725181,CUST-0134828,Graphics Card,2024-04-03,4,3010.67
TXN-000725182,CUST-0080969,Desk Lamp,2023-07-02,4,176.32
TXN-000725183,CUST-0033353,Laptop,2025-03-15,3,3429.82
TXN-000725184,CUST-0479321,Keyboard,2023-11-05,2,163.51
TXN-000725185,CUST-0008680,Router,2023-06-29,2,207.07
TXN-000725186,CUST-0000269,Mouse,2023-04-19,3,112.22
TXN-000725187,CUST-0000754,Printer,2024-02-08,2,405.00
TXN-000725188,CUST-0405084,Microphone,2023-04-28,1,124.40
TXN-000725189,CUST-0213559,Printer,2024-06-09,4,758.80
TXN-000725190,CUST-0169077,Monitor,2024-02-03,3,864.54
TXN-000725191,CUST-0038848,Microphone,2025-06-30,1,133.42
TXN-000725192,CUST-0001918,Standing Desk,2024-05-21,2,1133.27
TXN-000725193,CUST-0093874,External SSD,2023-08-13,1,135.54
TXN-000725194,CUST-0153324,Printer,2024-08-18,3,664.71
TXN-000725195,CUST-0048137,Power Bank,2023-11-19,3,120.40
TXN-000725196,CUST-0009978,Printer,2025-08-11,5,987.24
TXN-000725197,CUST-0188673,Power Bank,2025-09-25,2,77.02
TXN-000725198,CUST-0433241,Smartphone,2024-04-20,2,1571.53
TXN-000725199,CUST-0065747,Smart Watch,2024-05-11,4,1314.41
TXN-000725200,CUST-0351364,Power Bank,2024-06-27,3,127.70
TXN-000725200,CUST-0351364,Power Bank,2024-06-27,3,127.70
TXN-000725201,CUST-0087226,Laptop,2025-03-25,5,6459.58
TXN-000725202,CUST-0017853,Desk Lamp,2024-10-14,5,229.91
TXN-000725203,CUST-0305408,Office Chair,2023-10-24,1,277.22
TXN-000725204,CUST-0343775,Standing Desk,2024-05-10,4,2042.07
TXN-000725205,CUST-0459107,Webcam,2023-06-19,1,65.55
TXN-000725206,CUST-0294092,Router,2024-06-17,5,515.83
TXN-000725207,CUST-0323045,Office Chair,2023-01-22,2,511.52
TXN-000725208,CUST-0116541,Printer,2025-04-27,1,202.49
TXN-000725209,CUST-0014051,Desk Lamp,2025-04-14,2,95.80
TXN-000725210,CUST-0069813,Standing Desk,2024-02-06,3,1708.55
TXN-000725211,CUST-0130437,External SSD,2024-03-26,5,656.36
TXN-000725212,CUST-0262234,Desk Lamp,2024-11-29,3,130.93
TXN-000725213,CUST-9025213,Headphones,2024-03-12,5,569.91
TXN-000725214,CUST-0291713,Desk Lamp,2023-05-27,2,90.57
TXN-000725215,CUST-0000917,Power Bank,2024-06-29,4,155.71
TXN-000725216,CUST-0498635,Smartphone,2023-05-04,5,4101.37
TXN-000725217,CUST-0002757,Power Bank,2024-10-06,2,86.40
TXN-000725218,CUST-0273564,Smartphone,2024-01-26,4,3289.12
TXN-000725219,CUST-0220762,Router,2024-08-21,2,198.78
TXN-000725220,CUST-0268121,External SSD,2024-12-14,1,139.39
TXN-000725221,CUST-0042694,Keyboard,2024-09-04,1,78.34
TXN-000725222,CUST-0381075,USB-C Hub,2025-03-25,1,52.39
TXN-000725223," cust-0008715  ",Graphics Card,2024-12-22,4,2892.52
TXN-000725224,CUST-0260257,Router,2024-05-14,3,284.63
TXN-000725225,CUST-0008818,Keyboard,2025-05-11,5,356.23
TXN-000725226,CUST-0074676,Monitor,2023-02-11,5,1564.08
TXN-000725227,CUST-0000008,Keyboard,2025-07-11,3,222.94
TXN-000725228,CUST-0000148,Speaker,2024-06-27,1,185.83
TXN-000725229,CUST-0019643,External SSD,2023-01-21,1,145.87
TXN-000725230,CUST-0493507,Desk Lamp,2024-04-25,1,44.80
TXN-000725231,CUST-0291298,External SSD,2025-06-11,4,510.46
TXN-000725232,CUST-0311470,Smart Watch,2023-11-27,1,312.76
TXN-000725233,CUST-0007868,Desk Lamp,2024-09-13,5,210.81
TXN-000725234,CUST-0217631,Smart Watch,2023-01-25,4,1249.41
TXN-000725235,CUST-0264979,Keyboard,2024-07-26,4,305.25
TXN-000725236,CUST-0001485,Mouse,2024-11-29,2,65.29
TXN-000725237,CUST-0104502,Monitor,2023-01-10,3,867.75
TXN-000725238,CUST-0255528,Headphones,2023-12-12,4,443.43
TXN-000725239,CUST-0005336,Office Chair,2023-12-16,5,1391.68
TXN-000725240,CUST-0425279,Smartphone,2023-11-10,4,3655.15
TXN-000725241,CUST-0153246,Printer,2024-08-02,1,202.08
TXN-000725242,CUST-0002689,USB-C Hub,2024-04-06,5,248.56
TXN-000725243,CUST-0006725,Smart Watch,2025-08-29,5,1757.24
TXN-000725244,CUST-0156854,Microphone,2024-06-16,4,568.59
TXN-000725245,CUST-0055930,Desk Lamp,2024-05-28,5,206.76
TXN-000725246,CUST-0443195,Graphics Card,2025-05-02,2,1448.54
TXN-000725247,CUST-0488353,Standing Desk,2024-07-19,5,2468.66
TXN-000725248,CUST-0468310,Smart Watch,2025-03-28,4,1154.42
TXN-000725249,CUST-0499993,Keyboard,2023-11-22,3,208.36
TXN-000725250,CUST-0060117,Desk Lamp,2024-07-03,2,83.78
TXN-000725251,CUST-0104539,Smartphone,2025-08-22,3,2343.11
TXN-000725252,CUST-0165956,Graphics Card,2024-09-18,5,3481.98
TXN-000725253,CUST-0002949,Graphics Card,2024-05-12,2,1476.06
TXN-000725254,CUST-0017939,Graphics Card,2025-08-07,3,2232.07
TXN-000725255,CUST-0014713,Desk Lamp,2024-09-30,4,196.28
TXN-000725256,CUST-0276459,Monitor,2023-03-31,4,1230.60
TXN-000725257,CUST-0133986,Mouse,2024-05-11,5,173.81
TXN-000725258,CUST-0165302,Printer,2023-06-06,1,222.04
TXN-000725259,CUST-0418169,Desk Lamp,2023-05-28,5,238.15
TXN-000725260,CUST-0264214,Router,2023-01-20,5,464.67
TXN-000725261,CUST-0443525,Monitor,2025-07-24,2,583.75
TXN-000725262,CUST-0152022,Desk Lamp,2023-11-11,5,231.14
TXN-000725263,CUST-0256220,Printer,2024-10-07,2,405.70
TXN-000725264,CUST-0038956,Webcam,2024-03-11,5,308.49
TXN-000725265,CUST-0104159,Standing Desk,2023-07-20,3,1730.85
TXN-000725266,CUST-0000282,Standing Desk,2023-01-29,4,1948.70
TXN-000725267,CUST-0108703,Printer,2025-08-29,3,595.35
TXN-000725268,CUST-0154908,USB-C Hub,2024-11-04,3,181.41
TXN-000725269,CUST-0038452,Printer,2023-06-13,1,221.88
TXN-000725270,CUST-0009183,Router,2025-09-24,5,452.64
TXN-000725271,CUST-0081506,Mouse,2024-09-05,2,75.29
TXN-000725272,CUST-0001292,USB-C Hub,2024-07-17,1,51.52
TXN-000725273," cust-0052746  ",Speaker,2024-06-20,2,338.18
TXN-000725274,CUST-0378187,Graphics Card,2023-11-13,2,1349.01
TXN-000725275,CUST-0342051,Tablet,2024-05-26,3,1290.29
TXN-000725276,CUST-0000630,Printer,2023-01-07,3,641.60
TXN-000725277,CUST-0059031,Speaker,2024-11-14,2,346.32
TXN-000725278,CUST-0193786,Router,2024-01-12,5,451.31
TXN-000725279,CUST-0359291,USB-C Hub,2025-05-16,3,169.77
TXN-000725280,CUST-0144123,Desk Lamp,2025-09-06,3,126.33
TXN-000725281,CUST-0317370,Laptop,2025-02-22,1,1183.73
TXN-000725282,CUST-0114779,Graphics Card,2024-04-01,1,661.08
TXN-000725283,CUST-0009646,Smart Watch,2023-06-28,1,345.26
TXN-000725284,CUST-0030674,Graphics Card,2024-05-01,3,2238.00
TXN-000725285,CUST-0097877,Graphics Card,2025-06-25,4,2781.05
TXN-000725286,CUST-0122299,Tablet,2023-08-07,2,841.65
TXN-000725287,CUST-0007557,USB-C Hub,2024-11-16,1,58.53
TXN-000725288,CUST-0364443,Speaker,2025-01-02,3,519.57
TXN-000725289,CUST-0129239,Smartphone,2024-08-26,1,786.48
TXN-000725290,CUST-0142197,Desk Lamp,2024-07-01,4,177.56
TXN-000725291,CUST-0215446,Microphone,2024-07-12,5,664.17
TXN-000725292,CUST-0006186,USB-C Hub,2023-11-16,4,212.51
TXN-000725293,CUST-0078711,Speaker,2025-07-08,4,755.48
TXN-000725294,CUST-0000336,Microphone,2023-02-11,5,682.45
TXN-000725295,CUST-0052035,Webcam,2023-09-16,4,256.79
TXN-000725296,CUST-0040094,Headphones,2024-03-19,1,114.43
TXN-000725297,CUST-0452305,Tablet,2024-04-21,2,811.71
TXN-000725298,CUST-0022693,Microphone,2024-08-11,5,667.13
TXN-000725299,CUST-0282180,Office Chair,2023-04-20,2,469.12
TXN-000725300,CUST-0450158,External SSD,2023-08-31,4,523.51
TXN-000725300,CUST-0450158,External SSD,2023-08-31,4,523.51
TXN-000725301,CUST-0234266,Smartphone,2023-11-09,4,3302.46
TXN-000725302,CUST-0049900,Smart Watch,2023-12-28,5,1662.76
TXN-000725303,CUST-0000343,Office Chair,2025-08-22,4,1042.87
TXN-000725304,CUST-0427689,Printer,2025-02-09,2,392.57
TXN-000725305,CUST-0009046,Headphones,2024-11-13,3,364.30
TXN-000725306,CUST-0183684,Standing Desk,2023-12-06,4,2181.81
TXN-000725307,CUST-0349321,Monitor,2024-08-02,3,913.14
TXN-000725308,CUST-0059050,USB-C Hub,2023-01-29,2,116.69
TXN-000725309,CUST-0042093,Headphones,2024-03-27,3,340.27
TXN-000725310,CUST-0013176,Office Chair,2023-05-10,4,950.50
TXN-000725311,CUST-0404951,Laptop,2023-04-20,2,2586.24
TXN-000725312,CUST-0035963,Keyboard,2023-04-07,4,271.92
TXN-000725313,CUST-0024181,Laptop,2025-02-26,5,6185.21
TXN-000725314,CUST-0103050,Speaker,2025-02-25,2,327.59
TXN-000725315,CUST-0000462,Graphics Card,2024-09-08,2,1391.62
TXN-000725316,CUST-0467592,Desk Lamp,2023-07-18,2,86.94
TXN-000725317,CUST-0000443,Router,2023-08-14,1,100.15
TXN-000725318,CUST-0091006,Graphics Card,2023-04-08,1,690.68
TXN-000725319,CUST-0473370,Printer,2023-03-30,4,789.96
TXN-000725320,CUST-0375154,Printer,2023-06-28,3,644.39
TXN-000725321,CUST-0175975,Laptop,2024-01-01,3,3829.97
TXN-000725322,CUST-0046934,External SSD,2024-11-01,2,269.43
TXN-000725323," cust-0115692  ",Smartphone,2025-08-04,1,907.28
TXN-000725324,CUST-0056844,Router,2024-02-18,5,440.49
TXN-000725325,CUST-0008521,Printer,2024-09-17,3,576.95
TXN-000725326,CUST-0007876,Desk Lamp,2024-04-15,4,173.09
TXN-000725327,CUST-0142854,Printer,2025-03-13,4,782.09
TXN-000725328,CUST-0113071,Router,2023-06-07,5,443.48
TXN-000725329,CUST-0001028,Office Chair,2024-03-02,2,489.89
TXN-000725330,CUST-0023833,Speaker,2024-10-22,5,963.35
TXN-000725331,CUST-0237713,Microphone,2023-09-13,4,517.81
TXN-000725332,CUST-0003805,Router,2023-06-09,2,201.07
TXN-000725333,CUST-0027655,Smartphone,2025-05-04,3,2530.16
TXN-000725334,CUST-0060351,Power Bank,2024-12-31,2,73.73
TXN-000725335,CUST-0189118,Graphics Card,2023-04-12,1,688.55
TXN-000725336,CUST-0338219,Office Chair,2024-01-25,4,946.21
TXN-000725337,CUST-0308340,Monitor,2024-03-08,5,1570.08
TXN-000725338,CUST-0044847,Headphones,2023-04-03,5,563.28
TXN-000725339,CUST-0225128,External SSD,2024-04-28,5,714.91
TXN-000725340,CUST-0314176,Smartphone,2024-11-15,2,1575.12
TXN-000725341,CUST-0417656,Power Bank,2023-11-17,3,109.10
TXN-000725342,CUST-0040947,Office Chair,2025-02-24,2,565.09
TXN-000725343,CUST-0267570,Microphone,2023-01-23,1,117.10
TXN-000725344,CUST-0227038,Speaker,2024-02-02,1,180.37
TXN-000725345,CUST-0258528,Monitor,2025-07-27,3,953.89
TXN-000725346,CUST-0327600,USB-C Hub,2024-03-01,2,99.36
TXN-000725347,CUST-0267880,Tablet,2023-03-09,1,479.15
TXN-000725348,CUST-0222724,Keyboard,2024-08-13,1,73.77
TXN-000725349,CUST-0232758,Power Bank,2023-03-17,1,37.53
TXN-000725350,CUST-0226970,Office Chair,2025-08-17,1,254.50
TXN-000725351,CUST-0169373,Headphones,2025-07-18,1,109.25
TXN-000725352,CUST-0468559,USB-C Hub,2024-10-26,4,222.40
TXN-000725353,CUST-0003231,Graphics Card,2023-08-10,2,1522.26
TXN-000725354,CUST-0006823,Tablet,2025-03-10,3,1330.83
TXN-000725355,CUST-0298078,Mouse,2025-03-05,3,103.39
TXN-000725356,CUST-0031409,Graphics Card,2025-04-18,3,1995.99
TXN-000725357,CUST-0007246,Microphone,2025-03-23,1,134.08
TXN-000725358,CUST-0000057,Microphone,2023-12-20,4,560.84
TXN-000725359,CUST-0353302,USB-C Hub,2025-06-11,2,114.69
TXN-000725360,CUST-0299724,Graphics Card,2023-04-18,3,2286.58
TXN-000725361,CUST-0185744,Graphics Card,2024-09-20,3,2250.77
TXN-000725362,CUST-0106307,Speaker,2023-04-09,4,704.74
TXN-000725363,CUST-0130937,External SSD,2023-03-04,1,142.03
TXN-000725364,CUST-0020397,Office Chair,2025-05-23,3,758.31
TXN-000725365,CUST-0245655,Keyboard,2024-08-24,1,69.20
TXN-000725366,CUST-0026284,Webcam,2024-11-23,2,126.29
TXN-000725367,CUST-0105131,Router,2025-07-09,1,101.48
TXN-000725368,CUST-0037642,Microphone,2024-05-06,3,391.61
TXN-000725369,CUST-0004315,Microphone,2023-05-11,1,119.42
TXN-000725370,CUST-0017687,Smartphone,2023-08-15,5,3878.93
TXN-000725371,CUST-0091046,Speaker,2023-01-24,1,162.91
TXN-000725372,CUST-0119140,USB-C Hub,2024-12-07,2,100.08
TXN-000725373," cust-0059397  ",Smart Watch,2024-04-27,5,1752.99
TXN-000725374,CUST-0147195,Laptop,2025-08-10,4,5129.05
TXN-000725375,CUST-0000003,Speaker,2023-11-26,2,350.02
TXN-000725376,CUST-0381490,Headphones,2023-03-06,1,119.25
TXN-000725377,CUST-0179683,Tablet,2023-05-09,1,434.75
TXN-000725378,CUST-0087041,Tablet,2024-08-13,3,1303.49
TXN-000725379,CUST-0003476,USB-C Hub,2024-01-02,3,161.26
TXN-000725380,CUST-0014123,Power Bank,2024-09-27,1,41.11
TXN-000725381,CUST-0183134,Printer,2025-01-22,4,849.65
TXN-000725382,CUST-0005282,Standing Desk,2025-05-10,1,523.93
TXN-000725383,CUST-0002846,Smartphone,2023-08-22,5,4272.83
TXN-000725384,CUST-0001113,Speaker,2025-06-26,1,195.60
TXN-000725385,CUST-0002228,Headphones,2023-09-28,5,611.41
TXN-000725386,CUST-0325426,Smartphone,2025-04-10,1,927.48
TXN-000725387,CUST-0001371,Speaker,2023-03-09,1,176.78
TXN-000725388,CUST-0346877,Office Chair,2025-02-21,4,1108.34
TXN-000725389,CUST-0076204,Power Bank,2023-07-22,4,171.96
TXN-000725390,CUST-0029748,Office Chair,2024-04-10,1,259.98
TXN-000725391,CUST-0187606,Standing Desk,2024-08-22,4,2293.02
TXN-000725392,CUST-0445223,External SSD,2025-09-10,2,276.18
TXN-000725393,CUST-0020514,Mouse,2024-06-17,2,74.42
TXN-000725394,CUST-0445619,Webcam,2024-04-10,4,242.62
TXN-000725395,CUST-0332293,Keyboard,2025-03-08,3,226.41
TXN-000725396,CUST-0109875,Standing Desk,2024-05-02,1,525.22
TXN-000725397,CUST-0039535,Router,2024-05-20,5,453.57
